provider,api_title,doc_url,category,source_field,enum_value,value_order,service_tier,detail_parse_status
runninghub,Vidu-首尾帧生视频-q3-turbo,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766649.md,Video,duration,11,11,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-turbo,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766649.md,Video,duration,12,12,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-turbo,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766649.md,Video,duration,13,13,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-turbo,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766649.md,Video,duration,14,14,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-turbo,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766649.md,Video,duration,15,15,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-turbo,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766649.md,Video,duration,16,16,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-turbo,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766649.md,Video,resolution,540p,1,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-turbo,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766649.md,Video,resolution,720p,2,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-turbo,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766649.md,Video,resolution,1080p,3,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-turbo,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766649.md,Video,movementAmplitude,auto,1,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-turbo,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766649.md,Video,movementAmplitude,small,2,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-turbo,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766649.md,Video,movementAmplitude,medium,3,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-turbo,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766649.md,Video,movementAmplitude,large,4,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-turbo,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766649.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-turbo,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766649.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-turbo,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766649.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-turbo,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766649.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,duration,1,1,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,duration,2,2,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,duration,3,3,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,duration,4,4,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,duration,5,5,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,duration,6,6,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,duration,7,7,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,duration,8,8,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,duration,9,9,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,duration,10,10,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,duration,11,11,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,duration,12,12,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,duration,13,13,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,duration,14,14,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,duration,15,15,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,duration,16,16,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,resolution,540p,1,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,resolution,720p,2,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,resolution,1080p,3,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,movementAmplitude,auto,1,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,movementAmplitude,small,2,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,movementAmplitude,medium,3,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,movementAmplitude,large,4,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,Vidu-首尾帧生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766650.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,可灵图生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766651.md,Video,aspectRatio,1:1,1,unknown,parsed_html
runninghub,可灵图生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766651.md,Video,aspectRatio,9:16,2,unknown,parsed_html
runninghub,可灵图生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766651.md,Video,aspectRatio,16:9,3,unknown,parsed_html
runninghub,可灵图生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766651.md,Video,duration,5,1,unknown,parsed_html
runninghub,可灵图生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766651.md,Video,duration,10,2,unknown,parsed_html
runninghub,可灵图生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766651.md,Video,mode,std,1,unknown,parsed_html
runninghub,可灵图生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766651.md,Video,mode,pro,2,unknown,parsed_html
runninghub,可灵图生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766651.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,可灵图生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766651.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,可灵图生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766651.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,可灵图生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766651.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,可灵首尾帧生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766652.md,Video,aspectRatio,1:1,1,unknown,parsed_html
runninghub,可灵首尾帧生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766652.md,Video,aspectRatio,9:16,2,unknown,parsed_html
runninghub,可灵首尾帧生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766652.md,Video,aspectRatio,16:9,3,unknown,parsed_html
runninghub,可灵首尾帧生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766652.md,Video,duration,5,1,unknown,parsed_html
runninghub,可灵首尾帧生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766652.md,Video,duration,10,2,unknown,parsed_html
runninghub,可灵首尾帧生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766652.md,Video,mode,std,1,unknown,parsed_html
runninghub,可灵首尾帧生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766652.md,Video,mode,pro,2,unknown,parsed_html
runninghub,可灵首尾帧生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766652.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,可灵首尾帧生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766652.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,可灵首尾帧生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766652.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,可灵首尾帧生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766652.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,resolution,720p,1,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,resolution,1080p,2,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,duration,2,1,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,duration,3,2,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,duration,4,3,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,duration,5,4,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,duration,6,5,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,duration,7,6,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,duration,8,7,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,duration,9,8,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,duration,10,9,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,duration,11,10,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,duration,12,11,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,duration,13,12,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,duration,14,13,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,duration,15,14,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,shotType,single,1,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,shotType,multi,2,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,万相2.6-图生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766653.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,万相2.6-图生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766654.md,Video,resolution,720p,1,unknown,parsed_html
runninghub,万相2.6-图生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766654.md,Video,resolution,1080p,2,unknown,parsed_html
runninghub,万相2.6-图生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766654.md,Video,duration,5,1,unknown,parsed_html
runninghub,万相2.6-图生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766654.md,Video,duration,10,2,unknown,parsed_html
runninghub,万相2.6-图生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766654.md,Video,duration,15,3,unknown,parsed_html
runninghub,万相2.6-图生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766654.md,Video,shotType,single,1,unknown,parsed_html
runninghub,万相2.6-图生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766654.md,Video,shotType,multi,2,unknown,parsed_html
runninghub,万相2.6-图生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766654.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,万相2.6-图生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766654.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,万相2.6-图生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766654.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,万相2.6-图生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766654.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,size,1280*720,1,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,size,720*1280,2,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,size,960*960,3,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,size,1088*832,4,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,size,832*1088,5,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,size,1920*1080,6,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,size,1080*1920,7,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,size,1440*1440,8,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,size,1632*1248,9,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,size,1248*1632,10,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,duration,2,1,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,duration,3,2,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,duration,4,3,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,duration,5,4,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,duration,6,5,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,duration,7,6,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,duration,8,7,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,duration,9,8,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,duration,10,9,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,shotType,single,1,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,shotType,multi,2,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,万相2.6-参考生视频,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766655.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,万相2.6-参考生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766656.md,Video,size,1280*720,1,unknown,parsed_html
runninghub,万相2.6-参考生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766656.md,Video,size,720*1280,2,unknown,parsed_html
runninghub,万相2.6-参考生视频Flash,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766656.md,Video,size,960*960,3,unknown,parsed_html
